Warehouse,Warehouse Organisation,Catalog,Category,Category Code,Item Name,Item Code,Brand,Model,Year,Unit of Measure,Pack,Pack Quantity,Weight,Length,Width,Height,Volume,Quantity,Received Date,Expiry Date,Unit,Unit Value,Currency,Supplier/Donor,Owned By (Organization/Branch),Tracking Number,Bin,Comments
NROC A WAREHOUSE,,,Food Items,,555 Sardines 155g,,,,,pcs,,,,,,,,39,8/10/2012,,,13.25,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Century Tuna 155g,,,,,pcs,,,,,,,,9,8/10/2012,,,15,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Unipak Sardines 155g,,,,,pcs,,,,,,,,2,8/10/2012,,,13.25,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,CDO Meat Loaf 100g,,,,,pcs,,,,,,,,4,8/10/2012,,,11,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,CDO Karne Norte 100g,,,,,pcs,,,,,,,,3,8/10/2012,,,15.65,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Argentina Meat Loaf 100g,,,,,pcs,,,,,,,,3,8/10/2012,,,10.6,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Argentina Beef Loaf 100g,,,,,pcs,,,,,,,,3,8/10/2012,,,10.35,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Argentina Meat Loaf 170g,,,,,pcs,,,,,,,,2,8/10/2012,,,17.9,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Ligo Sardines 155g,,,,,pcs,,,,,,,,5,8/10/2012,,,13.45,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Century Corned Tuna 85g,,,,,pcs,,,,,,,,60,8/10/2012,,,13.2,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Saba Mackerel 200g,,,,,pcs,,,,,,,,2,8/10/2012,,,29,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,555 Tuna 155g,,,,,pcs,,,,,,,,2,8/10/2012,,,13.5,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Kirkland Chicken Breast 354g,,,,,pcs,,,,,,,,1,8/10/2012,,,120,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Dak Pork Luncheon Meat 340g,,,,,pcs,,,,,,,,1,8/10/2012,,,116.4,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Century Tuna 180g,,,,,pcs,,,,,,,,1,8/10/2012,,,28,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Bingo Karne Norte 100g,,,,,pcs,,,,,,,,4,8/10/2012,,,16.7,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Master Sardines Spanish 120g,,,,,pcs,,,,,,,,1,8/10/2012,,,18.6,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Purefoods Corned Beef 210g,,,,,pcs,,,,,,,,1,8/10/2012,,,65.5,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Vienna Sausage 142g,,,,,pcs,,,,,,,,1,8/10/2012,,,31,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,(Rice) 500g,,,,,bag,,,,,,,,10,8/10/2012,,,17.5,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,"Rice, 2kg",,,,,bag,,,,,,,,10,8/10/2012,,,70,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,"Rice, 1.5kg",,,,,bag,,,,,,,,1,8/10/2012,,,52.5,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Milo 20gx13/pack,,,,,pack,,,,,,,,21,8/10/2012,,,65,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Bear Brand Lusog Busog 20g,,,,,pcs,,,,,,,,127,8/10/2012,,,5,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Energen Choco 30g,,,,,pcs,,,,,,,,11,8/10/2012,,,5,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Energen Mongo 32g,,,,,pcs,,,,,,,,24,8/10/2012,,,5,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Bear Brand Swak Pak 33g,,,,,pcs,,,,,,,,8,8/10/2012,,,10,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,(Pouch) Ulalam 85g,,,,,pcs,,,,,,,,23,8/10/2012,,,18,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Swift Karne Norte Ready to Eat 60g,,,,,pcs,,,,,,,,107,8/10/2012,,,11,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Mega Sardines Ready to Eat 110g,,,,,pcs,,,,,,,,19,8/10/2012,,,9.75,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Hunts Pork and Beans 100g,,,,,pcs,,,,,,,,4,8/10/2012,,,10.75,PHP,SUNPOWER Philippines,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Tissue,,,,,roll,,,,,,,,6,8/10/2012,,,10,PHP,"c/o DSWD Central Office (Gate Pass No. 14771, 14774 & 14778",,,,
NROC A WAREHOUSE,,,Food Items,,"Sardines, @ 155g",,,,,pcs,,,,,,,,12,8/10/2012,,,13.25,PHP,"c/o DSWD Central Office (Gate Pass No. 14771, 14774 & 14778",,,,
NROC A WAREHOUSE,,,Food Items,,"Bottled Water, 500ml",,,,,bottle,,,,,,,,72,8/10/2012,,,11,PHP,"c/o DSWD Central Office (Gate Pass No. 14771, 14774 & 14778",,,,
NROC A WAREHOUSE,,,Food Items,,"Sardines, 155g x 100",,,,,box,,,,,,,,1,8/10/2012,,,"1,300.00",PHP,"c/o DSWD Central Office (Gate Pass No. 14771, 14774 & 14778",,,,
NROC A WAREHOUSE,,,Food Items,,Lucky Me Cup Noodles,,,,,pcs,,,,,,,,90,8/10/2012,,,16,PHP,"c/o DSWD Central Office (Gate Pass No. 14771, 14774 & 14778",,,,
NROC A WAREHOUSE,,,Food Items,,Libby's Vienna Sausage,,,,,pcs,,,,,,,,90,8/10/2012,,,31,PHP,"c/o DSWD Central Office (Gate Pass No. 14771, 14774 & 14778",,,,
NROC A WAREHOUSE,,,Food Items,,"Noodles, 55g x 72",,,,,box,,,,,,,,1,8/10/2012,,,496.8,PHP,Trend Micro,,,,
NROC A WAREHOUSE,,,Food Items,,"Canned Tuna, 155gx50",,,,,box,,,,,,,,1,8/10/2012,,,"1,000.00",PHP,Trend Micro,,,,
NROC A WAREHOUSE,,,Food Items,,"Bottled Water, 500ml x 24bots",,,,,box,,,,,,,,51,8/10/2012,,,264,PHP,AJ,,,,
NROC A WAREHOUSE,,,Food Items,,"Master Sardines, 155g x 100tins",,,,,box,,,,,,,,2,8/10/2012,,,"1,325.00",PHP,AJ,,,,
NROC A WAREHOUSE,,,Food Items,,"Lucky Me Supreme Cup Noodles, 35g x 45pcs",,,,,box,,,,,,,,3,8/10/2012,,,720,PHP,AJ,,,,
NROC A WAREHOUSE,,,Food Items,,"Master Sardines, 155g ",,,,,pcs,,,,,,,,10,8/11/2012,,,13.25,PHP,Diana Antone,,,,
NROC A WAREHOUSE,,,Food Items,,Century Corned Tuna 85g,,,,,pcs,,,,,,,,8,8/11/2012,,,20.6,PHP,Diana Antone,,,,
NROC A WAREHOUSE,,,Food Items,,"Bear Brand Swack Pack, 33g x 8 pcs",,,,,pack,,,,,,,,23,8/11/2012,,,10,PHP,Wilma Paguntalan,,,,
NROC A WAREHOUSE,,,Food Items,,Summit Mineral water 500ml x 24 bottles,,,,,box,,,,,,,,4,8/11/2012,,,264,PHP,Rossana Dee,,,,
NROC A WAREHOUSE,,,Food Items,,Liberty beef/meat loaf 200g,,,,,pcs,,,,,,,,48,8/11/2012,,,24,PHP,Susana Jabanes,,,,
NROC A WAREHOUSE,,,Food Items,,"Youngstown Sardines, 155g x 100 tins ",,,,,box,,,,,,,,1,8/11/2012,,,"1,325.00",PHP,Susana Jabanes,,,,
NROC C WAREHOUSE,,,Clothings,,Assorted used ladies footwear (1 bag),,,,,pair,,,,,,,,7,8/11/2012,,,20,PHP,Bernard Villafania,,,,
NROC C WAREHOUSE,,,Clothings,,Assorted used footwear,,,,,pair,,,,,,,,5,8/11/2012,,,20,PHP,Isaias Pastrana,,,,
NROC A WAREHOUSE,,,Food Items,,"Lucky Me Supreme Cup Noodles, 35g ",,,,,pcs,,,,,,,,3,8/11/2012,,,16,PHP,Katrina Pocodlacion,,,,
NROC A WAREHOUSE,,,Food Items,,"555 Sardines, 155g",,,,,pcs,,,,,,,,3,8/11/2012,,,13.25,PHP,Katrina Pocodlacion,,,,
NROC A WAREHOUSE,,,Food Items,,"Ligo Sardines, 155g ",,,,,pcs,,,,,,,,1,8/11/2012,,,13.45,PHP,Katrina Pocodlacion,,,,
NROC C WAREHOUSE,,,Food Items,,Rejoice Shampoo 16ml,,,,,pcs,,,,,,,,24,8/11/2012,,,6,PHP,Katrina Pocodlacion,,,,
NROC B WAREHOUSE,,,Houseware Supplies,,White Paper Plate,,,,,pcs,,,,,,,,25,8/11/2012,,,1.25,PHP,Katrina Pocodlacion,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Champion Powder Pack 70g,,,,,pcs,,,,,,,,6,8/11/2012,,,9,PHP,Katrina Pocodlacion,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Twin Pack Colgate 24g,,,,,pcs,,,,,,,,2,8/11/2012,,,6,PHP,Katrina Pocodlacion,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Safeguard, 60g ",,,,,pcs,,,,,,,,2,8/11/2012,,,16,PHP,Katrina Pocodlacion,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Tide Bar 140g,,,,,pcs,,,,,,,,1,8/11/2012,,,7.35,PHP,Katrina Pocodlacion,,,,
NROC A WAREHOUSE,,,Food Items,,CDO meat loaf 100g x 48pcs,,,,,box,,,,,,,,2,8/11/2012,,,11.35,PHP,iVolunteer,,,,
NROC A WAREHOUSE,,,Food Items,,SM Bonus Corned Beef 175g,,,,,pcs,,,,,,,,192,8/11/2012,,,32,PHP,iVolunteer,,,,
NROC A WAREHOUSE,,,Food Items,,Liberty chicken/meat loaf 200g,,,,,pcs,,,,,,,,26,8/11/2012,,,24,PHP,iVolunteer,,,,
NROC A WAREHOUSE,,,Food Items,,Argentina meat loaf 170g,,,,,pcs,,,,,,,,40,8/11/2012,,,17.9,PHP,iVolunteer,,,,
NROC A WAREHOUSE,,,Food Items,,Argentina meat loaf 150g,,,,,pcs,,,,,,,,5,8/11/2012,,,15.9,PHP,iVolunteer,,,,
NROC A WAREHOUSE,,,Food Items,,CDO meat loaf 150g,,,,,pcs,,,,,,,,5,8/11/2012,,,15.25,PHP,iVolunteer,,,,
NROC A WAREHOUSE,,,Food Items,,The Tarik Milk Tea 40g,,,,,pcs,,,,,,,,4,8/11/2012,,,18.8,PHP,iVolunteer,,,,
NROC A WAREHOUSE,,,Food Items,,Boh Teacino 19g,,,,,pcs,,,,,,,,4,8/11/2012,,,8.93,PHP,iVolunteer,,,,
NROC A WAREHOUSE,,,Food Items,,Sardines 155g,,,,,pcs,,,,,,,,3,8/11/2012,,,13.25,PHP,iVolunteer,,,,
NROC A WAREHOUSE,,,Food Items,,"Canned Tuna, 180g",,,,,pcs,,,,,,,,4,8/11/2012,,,17.4,PHP,iVolunteer,,,,
NROC A WAREHOUSE,,,Food Items,,Palm Corned Beef 326g,,,,,pcs,,,,,,,,1,8/11/2012,,,60,PHP,iVolunteer,,,,
NROC A WAREHOUSE,,,Food Items,,Vienna Sausage 255g,,,,,pcs,,,,,,,,1,8/11/2012,,,65,PHP,iVolunteer,,,,
NROC A WAREHOUSE,,,Food Items,,Spam Lite 340g,,,,,pcs,,,,,,,,1,8/11/2012,,,96.8,PHP,iVolunteer,,,,
NROC C WAREHOUSE,,,Clothings,,Assorted used men's footwear (1bag),,,,,pair,,,,,,,,3,8/11/2012,,,40,PHP,Marcus Davis,,,,
NROC A WAREHOUSE,,,Food Items,,Wash Sugar,,,,,sack,,,,,,,,1,8/11/2012,,,"2,200.00",PHP,Tan Bun Arsenio,,,,
NROC A WAREHOUSE,,,Food Items,,Bear Brand Milk 80g,,,,,pcs,,,,,,,,120,8/11/2012,,,24,PHP,Tan Bun Arsenio,,,,
NROC A WAREHOUSE,,,Food Items,,Nescafe Classic 50g,,,,,pcs,,,,,,,,60,8/11/2012,,,39.5,PHP,Tan Bun Arsenio,,,,
NROC A WAREHOUSE,,,Food Items,,"Bear Brand Swack Pack, 33g ",,,,,pcs,,,,,,,,38,8/11/2012,,,10,PHP,Richie Duron,,,,
NROC A WAREHOUSE,,,Food Items,,Crossini Rolls saniraty napkins 38g x 10pcs,,,,,pack,,,,,,,,10,8/11/2012,,,37.5,PHP,Richie Duron,,,,
NROC A WAREHOUSE,,,Food Items,,Crossini Rolls napkins w/wings 8pcs per pack,,,,,pack,,,,,,,,5,8/11/2012,,,30,PHP,Richie Duron,,,,
NROC A WAREHOUSE,,,Food Items,,zest soap bath 70g,,,,,pcs,,,,,,,,12,8/11/2012,,,16,PHP,Richie Duron,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,colgate toothpaste 12g,,,,,pcs,,,,,,,,12,8/11/2012,,,6,PHP,Richie Duron,,,,
NROC A WAREHOUSE,,,Food Items,,"Youngstown Sardines, 155g x 100 tins ",,,,,box,,,,,,,,1,8/11/2012,,,50,PHP,Richie Duron,,,,
NROC C WAREHOUSE,,,Clothings,,Assorted footwear (1bag),,,,,pair,,,,,,,,1,8/11/2012,,,30,PHP,Anonymous,,,,
NROC A WAREHOUSE,,,Food Items,,Sardines 155g,,,,,pcs,,,,,,,,4,8/12/2012,,,13.25,PHP,"BNAHS SSG,SCOM & Hi-Y",,,,
NROC A WAREHOUSE,,,Food Items,,Meat Loaf,,,,,pcs,,,,,,,,1,8/12/2012,,,32.25,PHP,"BNAHS SSG,SCOM & Hi-Y",,,,
NROC A WAREHOUSE,,,Food Items,,"Bottled Water, 500ml x 24bots",,,,,box,,,,,,,,50,8/12/2012,,,264,PHP,AJ,,,,
NROC A WAREHOUSE,,,Food Items,,Purefoods Chicken Luncheon Meat (165gx48),,,,,tin,,,,,,,,48000,8/12/2012,,,30.55,PHP,San Miguel Corporation,,,,
NROC A WAREHOUSE,,,Kids Supplies,,Bonamil milk (1-3 yrs.old)(1.2 kg),,,,,box,,,,,,,,4,8/13/2012,10/14/2013,,522,PHP,c/o DSWD Central Office (gate pass no. 014831-32,,,,
NROC A WAREHOUSE,,,Kids Supplies,,Lactum (6-12 mos.)(1.2kg),,,,,box,,,,,,,,2,8/13/2012,12/13/2013,,510,PHP,c/o DSWD Central Office (gate pass no. 014831-32,,,,
NROC A WAREHOUSE,,,Food Items,,Vienna sausage (142g),,,,,pcs,,,,,,,,20,8/13/2012,11/11/2014,,31,PHP,c/o DSWD Central Office (gate pass no. 014831-32,,,,
NROC A WAREHOUSE,,,Food Items,,Hunts Pork and Beans (230g),,,,,pcs,,,,,,,,20,8/13/2012,7/11/2013,,24.75,PHP,c/o DSWD Central Office (gate pass no. 014831-32,,,,
NROC A WAREHOUSE,,,Food Items,,Ulalammm (85g),,,,,pcs,,,,,,,,99,8/13/2012,6/21/2013,,14.85,PHP,c/o DSWD Central Office (gate pass no. 014831-32,,,,
NROC A WAREHOUSE,,,Food Items,,Rice (47kg),,,,,sack,,,,,,,,1,8/13/2012,,,"1,645.00",PHP,c/o DSWD Central Office (gate pass no. 014831-32,,,,
NROC C WAREHOUSE,,,Clothings,,Assorted used bags,,,,,pcs,,,,,,,,3,8/13/2012,,,30,PHP,c/oDSWD Central Office (gate pass no.014840),,,,
NROC A WAREHOUSE,,,Food Items,,Paradise Sardines (100pcs.),,,,,box,,,,,,,,1,8/13/2012,10/20/2015,,,PHP,c/oDSWD Central Office (gate pass no.014840),,,,
NROC A WAREHOUSE,,,Food Items,,Rice ,,,,,sack,,,,,,,,990,8/13/2012,,,"1,750.00",PHP,Province of Isabela (Gov. Bojie Dy),,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Assorted bath soap (60g),,,,,pcs,,,,,,,,50,8/14/2012,,,16,PHP,NROC Volunteer,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Assorted shampoo (48ml),,,,,pcs,,,,,,,,20,8/14/2012,,,30,PHP,NROC Volunteer,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Toothpaste (90g),,,,,pcs,,,,,,,,20,8/14/2012,,,15,PHP,NROC Volunteer,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Used blanket ,,,,,pcs,,,,,,,,50,8/15/2012,,,20,PHP,NDRRMC,,,,
NROC A WAREHOUSE,,,Food Items,,Nissin instant mami (55gx72),,,,,box,,,,,,,,1,8/15/2012,1/18/2013,,439.2,PHP,NDRRMC,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Toothbrush,,,,,pcs,,,,,,,,105,8/16/2012,,,10,PHP,c/o DSWD Central Office (gate pass no.014885-86),,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Safeguard soap (60g),,,,,pcs,,,,,,,,126,8/16/2012,,,16,PHP,c/o DSWD Central Office (gate pass no.014885-86),,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Unique Toothpaste 13g,,,,,pcs,,,,,,,,600,8/16/2012,,,2,PHP,c/o DSWD Central Office (gate pass no.014885-86),,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Rejoice shampoo (16mlx6pcs),,,,,pcs,,,,,,,,139,8/16/2012,,,30,PHP,c/o DSWD Central Office (gate pass no.014885-86),,,,
NROC C WAREHOUSE,,,Clothings,,used ladies shoes,,,,,pair,,,,,,,,2,8/16/2012,,,20,PHP,c/o DSWD Central Office (gate pass no.014885-86),,,,
NROC A WAREHOUSE,,,Food Items,,Noodles (72x55g),,,,,box,,,,,,,,13,8/16/2012,4/3/2013,,439.2,PHP,Anonymous,,,,
NROC A WAREHOUSE,,,Food Items,,Ligo sardines (100x155g),,,,,box,,,,,,,,10,8/16/2012,6/1/2015,,"1,343.00",PHP,Anonymous,,,,
NROC A WAREHOUSE,,,Food Items,,Assorted sardines 155g,,,,,pcs,,,,,,,,27,8/17/2012,10/3/2014,,13,PHP,University of Makati-College of Allied Health Studies,,,,
NROC A WAREHOUSE,,,Food Items,,Summit water 1.5L,,,,,bottle,,,,,,,,2,8/17/2012,5/24/2013,,33,PHP,University of Makati-College of Allied Health Studies,,,,
NROC A WAREHOUSE,,,Food Items,,Ice purified drinking  water 500ml,,,,,bottle,,,,,,,,2,8/17/2012,6/7/2014,,11,PHP,University of Makati-College of Allied Health Studies,,,,
NROC A WAREHOUSE,,,Food Items,,Rice,,,,,kgs,,,,,,,,2,8/17/2012,,,35,PHP,University of Makati-College of Allied Health Studies,,,,
NROC A WAREHOUSE,,,Food Items,,Bear brand Milk 33gx10pcs.,,,,,pack,,,,,,,,1,8/17/2012,4/1/2013,,60,PHP,University of Makati-College of Allied Health Studies,,,,
NROC A WAREHOUSE,,,Food Items,,Kopiko brown coffee 25gx 10pcs.,,,,,pack,,,,,,,,1,8/17/2012,,,60,PHP,University of Makati-College of Allied Health Studies,,,,
NROC A WAREHOUSE,,,Food Items,,Busog-lusog 28g,,,,,pcs,,,,,,,,2,8/17/2012,3/1/2013,,60,PHP,University of Makati-College of Allied Health Studies,,,,
NROC A WAREHOUSE,,,Food Items,,Assorted Instant noodles 55g,,,,,pcs,,,,,,,,37,8/17/2012,4/8/2013,,7.1,PHP,University of Makati-College of Allied Health Studies,,,,
NROC A WAREHOUSE,,,Food Items,,Summit drinking water 35x350ml,,,,,box,,,,,,,,4,8/17/2012,7/23/2013,,315,PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC A WAREHOUSE,,,Food Items,,Aqualife drinking water 24x500ml,,,,,box,,,,,,,,4,8/17/2012,7/13/2013,,576,PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Safeguard soap (60gx162 pcs.),,,,,box,,,,,,,,1,8/17/2012,,,"2,592.00",PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Assorted bath soap 55gx167pcs.,,,,,box,,,,,,,,1,8/17/2012,6/11/2014,,"2,446.55",PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Palmolive shampoo 15ml,,,,,pcs,,,,,,,,672,8/17/2012,7/1/2014,,5,PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC A WAREHOUSE,,,Food Items,,Alaska milk 300gx30pcs.,,,,,box,,,,,,,,1,8/17/2012,7/2/2013,,"2,490.00",PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC A WAREHOUSE,,,Food Items,,555 Sardines 155gx100pcs.,,,,,box,,,,,,,,1,8/17/2012,6/6/2015,,"1,330.00",PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC A WAREHOUSE,,,Food Items,,Ulalammm 85gx48pcs.,,,,,box,,,,,,,,8,8/17/2012,2/28/2013,,516,PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC A WAREHOUSE,,,Food Items,,Sugar 15kgs.,,,,,pack,,,,,,,,15,8/17/2012,,,40,PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC C WAREHOUSE,,,Kids Supplies,,Infant diapers 29 packsx10pcs.,,,,,box,,,,,,,,1,8/17/2012,,,"1,450.00",PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC A WAREHOUSE,,,Food Items,,Nescafe creamy latte 30x27.5g,,,,,pack,,,,,,,,3,8/17/2012,7/1/2013,,150,PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC A WAREHOUSE,,,Food Items,,Nescafe brown 'n creamy 30x23g,,,,,pack,,,,,,,,3,8/17/2012,7/1/2013,,150,PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC A WAREHOUSE,,,Food Items,,Nescafe Chocolatte 30x25g,,,,,pack,,,,,,,,2,8/17/2012,7/1/2013,,150,PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC A WAREHOUSE,,,Food Items,,Nescafe original 36x16.5g,,,,,pack,,,,,,,,4,8/17/2012,4/1/2013,,150,PHP,Bangko Sentral Ng Pilipinas (BSP),,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Extra bath tissue (600sheets/300pulls/2ply/24pcs ,,,,,pack,,,,,,,,1,8/17/2012,,,240,PHP,TERADATA,,,,
NROC C WAREHOUSE,,,Clothings,,"Men's Slippers, used",,,,,pair,,,,,,,,18,8/17/2012,,,15,PHP,TERADATA,,,,
NROC C WAREHOUSE,,,Clothings,,"Ladies' Slippers, used",,,,,pair,,,,,,,,9,8/17/2012,,,15,PHP,TERADATA,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Safeguard bathsoap ,,,,,pcs,,,,,,,,10,8/18/2012,,,16,PHP,Microsourcing Phils. Inc. ,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Shield family skin germ bath soap 60g,,,,,pcs,,,,,,,,6,8/18/2012,,,16,PHP,Microsourcing Phils. Inc. ,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Sunsilk smooth shampoo 11ml.,,,,,pcs,,,,,,,,30,8/18/2012,,,5,PHP,Microsourcing Phils. Inc. ,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Close Up red hot toothpaste 25ml.,,,,,pcs,,,,,,,,5,8/18/2012,,,20,PHP,Microsourcing Phils. Inc. ,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Colgate premier clean toothbrush (18pcs.),,,,,pack,,,,,,,,6,8/18/2012,,,180,PHP,Microsourcing Phils. Inc. ,,,,
NROC A WAREHOUSE,,,Kids Supplies,,Bonamil milk supplement 180g,,,,,box,,,,,,,,5,8/18/2012,,,70,PHP,Microsourcing Phils. Inc. ,,,,
NROC A WAREHOUSE,,,Food Items,,Alaska powdered milk drink 300g,,,,,pack,,,,,,,,4,8/18/2012,,,83,PHP,Microsourcing Phils. Inc. ,,,,
NROC A WAREHOUSE,,,Food Items,,Nestea Iced Tea 50g,,,,,pcs,,,,,,,,11,8/18/2012,,,18,PHP,Microsourcing Phils. Inc. ,,,,
NROC B WAREHOUSE,,,Houseware Supplies,,Esperma candle,,,,,pcs,,,,,,,,40,8/18/2012,,,2,PHP,Microsourcing Phils. Inc. ,,,,
NROC B WAREHOUSE,,,Houseware Supplies,,Fuego water resistant matches,,,,,pcs,,,,,,,,8,8/18/2012,,,2,PHP,Microsourcing Phils. Inc. ,,,,
NROC A WAREHOUSE,,,Food Items,,Assorted sardines 155g,,,,,pcs,,,,,,,,5,8/18/2012,,,13,PHP,Microsourcing Phils. Inc. ,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Tissue,,,,,roll,,,,,,,,6,8/18/2012,,,10,PHP,Microsourcing Phils. Inc. ,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Multivitamins enervon tablet (200 tablets),,,,,box,,,,,,,,2,8/18/2012,,,970,PHP,Microsourcing Phils. Inc. ,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Paracetamol Biogesic,,,,,tablet,,,,,,,,320,8/18/2012,,,2.65,PHP,Microsourcing Phils. Inc. ,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Sudo cream treatment,,,,,pcs,,,,,,,,6,8/18/2012,,,60,PHP,Microsourcing Phils. Inc. ,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Olymking elastic bandage,,,,,roll,,,,,,,,1,8/18/2012,,,35,PHP,Microsourcing Phils. Inc. ,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Used Beddings(Blanket, used) (1 bag)",,,,,pcs,,,,,,,,2,8/18/2012,,,30,PHP,Microsourcing Phils. Inc. ,,,,
NROC A WAREHOUSE,,,Food Items,,Assorted sardines 155g,,,,,pcs,,,,,,,,85,8/18/2012,,,13,PHP,ABE International College,,,,
NROC A WAREHOUSE,,,Food Items,,Hope drinking water 500ml.,,,,,bottle,,,,,,,,24,8/18/2012,,,11,PHP,ABE International College,,,,
NROC A WAREHOUSE,,,Food Items,,Paracetamol Biogesic for kids 100ml.,,,,,box,,,,,,,,6,8/18/2012,,,49.5,PHP,ABE International College,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Appebon with iron syrup 30ml.,,,,,box,,,,,,,,2,8/18/2012,,,113.35,PHP,ABE International College,,,,
NROC A WAREHOUSE,,,Food Items,,Rice,,,,,kgs,,,,,,,,4,8/18/2012,,,35,PHP,ABE International College,,,,
NROC A WAREHOUSE,,,Food Items,,Sunshine cut leaf spinach 383g,,,,,can,,,,,,,,3,8/18/2012,,,100,PHP,ABE International College,,,,
NROC A WAREHOUSE,,,Food Items,,Summit drinking water 35x350ml,,,,,box,,,,,,,,2,8/19/2012,3/19/2013,,315,PHP,c/o DSWD Central Office,,,,
